,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4511,Fair,France,Female,45,2,0.0,4,True,False,101039.53,True
4512,Good,France,Male,51,2,148222.65,1,False,False,156953.54,True
4513,Good,France,Female,41,8,0.0,2,False,False,28276.83,False
4514,Good,France,Female,38,8,0.0,2,True,False,84049.16,False
4515,Good,Spain,Male,30,8,134152.29,1,True,True,147822.44,False
4516,Very_Poor,Germany,Female,32,8,111537.23,4,True,True,9497.99,True
4517,Good,Spain,Female,39,7,119565.92,1,True,False,87067.73,False
4518,Excellent,Spain,Female,29,7,0.0,2,True,False,23237.25,False
4519,Fair,Spain,Male,38,7,0.0,1,True,True,27239.28,False
4520,Fair,Germany,Male,46,10,121063.8,3,True,False,151481.86,True
4521,Poor,Spain,Female,27,7,124995.98,1,True,True,114669.79,False
4522,Fair,Spain,Male,39,5,0.0,2,False,False,116748.14,False
4523,Fair,Germany,Female,52,4,86891.84,1,True,False,90877.76,False
4524,Good,France,Male,38,8,0.0,2,True,True,133692.88,False
4525,Poor,Spain,Male,43,9,78022.61,1,False,True,30662.91,False
4526,Excellent,France,Male,34,9,154495.79,1,True,False,191395.88,False
4527,Good,France,Male,38,1,189443.72,1,False,True,106648.58,False
4528,Good,Spain,Female,31,6,152926.6,1,True,True,50899.91,False
4529,Good,France,Female,44,8,142989.69,1,True,True,115452.51,True
4530,Good,Germany,Male,43,7,115371.94,2,True,False,64139.1,False
4531,Fair,France,Male,37,6,0.0,2,False,True,22030.72,False
4532,Poor,Spain,Male,38,0,178056.54,2,True,False,38434.73,False
4533,Excellent,Spain,Male,39,6,206014.94,2,False,True,42774.84,True
4534,Fair,France,Male,41,2,0.0,2,True,False,158973.77,False
4535,Good,Germany,Male,37,9,101191.83,1,True,True,34551.35,True
4536,Fair,France,Female,55,7,0.0,2,True,True,101515.76,False
4537,Good,Spain,Female,31,5,0.0,2,True,False,9561.73,False
4538,Good,Spain,Male,33,1,0.0,2,True,False,168313.17,False
4539,Good,France,Female,37,7,0.0,2,True,True,55100.09,False
4540,Poor,Germany,Male,32,1,149814.54,1,True,False,31830.06,False
4541,Fair,Spain,Female,36,7,115617.24,1,True,True,71519.4,False
4542,Fair,France,Male,28,9,0.0,2,False,False,32599.35,False
4543,Excellent,Germany,Female,42,10,113657.41,2,False,True,139946.68,True
4544,Good,Spain,Male,39,8,138160.0,1,True,True,110468.51,False
4545,Very_Poor,Germany,Female,36,3,117700.86,1,False,False,74042.0,False
4546,Good,France,Female,37,5,0.0,2,True,False,151871.84,False
4547,Excellent,Germany,Male,37,9,122506.38,1,False,True,199693.84,True
4548,Fair,France,Female,58,1,0.0,1,True,True,58907.08,True
4549,Poor,France,Male,59,9,0.0,2,False,False,103799.77,True
4550,Poor,France,Female,39,3,166501.17,2,True,False,93835.64,False
4551,Fair,Spain,Female,46,4,89743.05,1,True,False,156425.57,True
4552,Fair,France,Female,25,2,0.0,2,True,False,123723.83,False
4553,Poor,France,Male,30,1,0.0,2,True,False,199464.08,False
4554,Poor,France,Male,39,7,0.0,2,True,False,83084.33,False
4555,Good,Spain,Female,35,6,0.0,1,True,False,25488.43,True
4556,Good,France,Female,18,1,98894.39,1,True,True,9596.4,False
4557,Fair,Germany,Male,37,3,168735.74,2,False,False,70370.24,False
4558,Excellent,France,Male,34,1,0.0,1,False,True,86330.32,False
4559,Poor,Germany,Female,62,7,133201.17,1,False,False,168507.68,True
4560,Fair,Spain,Female,36,0,0.0,2,True,False,111605.9,False
4561,Poor,Germany,Male,31,4,127237.25,2,False,True,143317.42,False
4562,Good,Germany,Male,36,1,117864.85,2,True,False,27619.06,False
4563,Good,Germany,Female,64,3,153469.26,3,False,False,146573.66,True
4564,Fair,Germany,Male,23,4,93911.3,2,True,False,69055.45,False
4565,Poor,Spain,Female,46,2,76597.79,1,True,True,54453.72,False
4566,Fair,France,Female,40,4,79927.36,2,True,True,33524.6,False
4567,Poor,Spain,Female,27,4,0.0,2,True,True,135083.73,False
4568,Poor,Germany,Male,32,8,40172.91,1,True,True,137439.34,False
4569,Poor,France,Male,33,7,115195.58,1,True,True,11205.5,False
4570,Excellent,Germany,Female,43,9,116644.29,2,True,True,60176.1,False
4571,Poor,Germany,Male,20,8,180293.84,2,True,True,29552.7,False
4572,Good,Germany,Female,30,7,139872.81,1,True,False,188795.85,False
4573,Fair,France,Female,24,3,34547.82,1,True,True,11638.17,False
4574,Fair,France,Female,32,9,0.0,2,True,True,93155.75,False
4575,Excellent,Germany,Male,29,1,96462.25,2,False,True,48986.18,False
4576,Good,Spain,Female,40,7,130334.35,2,False,True,116951.1,False
4577,Poor,Germany,Male,39,3,119688.81,1,True,False,137041.26,False
4578,Good,France,Male,38,1,0.0,2,False,False,44653.5,False
4579,Poor,France,Male,52,1,0.0,3,True,True,104035.41,True
4580,Very_Poor,France,Female,32,6,71187.24,1,True,True,110593.62,False
4581,Poor,France,Female,47,2,0.0,2,True,False,36099.7,False
4582,Poor,France,Male,37,4,0.0,2,False,False,12470.3,False
4583,Fair,Spain,Female,38,8,0.0,2,True,False,95403.41,False
4584,Poor,France,Female,39,9,136422.41,1,True,True,151757.81,False
4585,Fair,France,Male,30,8,0.0,2,True,True,47536.46,False
4586,Fair,France,Female,25,0,0.0,2,True,True,101274.17,False
4587,Poor,France,Female,34,6,0.0,1,True,True,140268.45,False
4588,Very_Poor,France,Male,41,6,153238.88,1,True,False,11663.09,False
4589,Fair,France,Male,35,7,0.0,2,True,False,150784.29,False
4590,Fair,France,Female,78,6,47536.4,1,True,True,119400.08,False
4591,Good,France,Female,32,1,0.0,2,True,False,126188.42,False
4592,Excellent,France,Male,36,8,142882.49,1,True,False,89983.02,True
4593,Fair,France,Female,44,7,0.0,2,True,False,29761.29,False
4594,Fair,France,Female,31,1,160566.11,2,False,False,27073.81,False
4595,Good,Germany,Male,65,2,131935.51,1,True,True,96399.67,True
4596,Poor,France,Male,38,6,127678.8,2,False,False,45422.89,False
4597,Good,Germany,Female,46,4,105214.58,1,True,False,108699.59,True
4598,Fair,France,Male,46,9,139859.54,1,True,False,38967.29,False
4599,Fair,France,Female,38,3,0.0,2,True,False,116466.19,False
4600,Poor,France,Female,34,5,112324.45,2,True,True,17993.43,False
4601,Fair,Germany,Male,30,8,134497.27,1,False,False,43250.54,False
4602,Good,Spain,Female,35,1,120171.58,1,True,False,125240.8,False
4603,Fair,France,Male,23,1,106012.2,2,False,True,191415.94,False
4604,Good,France,Male,25,5,0.0,1,False,True,90860.97,False
4605,Poor,France,Female,34,8,0.0,2,False,True,141872.52,False
4606,Excellent,France,Female,55,10,0.0,4,True,True,49418.87,True
4607,Fair,France,Male,51,3,0.0,1,True,False,170426.65,True
4608,Excellent,Germany,Male,42,8,119839.69,1,False,True,51016.02,True
4609,Poor,Spain,Male,34,1,0.0,2,False,True,81175.25,False
4610,Poor,Germany,Male,38,8,92219.21,1,True,False,99106.97,False
4611,Poor,Germany,Male,48,3,142055.41,2,False,True,79134.78,False
4612,Good,France,Female,49,7,29602.08,1,False,False,163550.58,True
4613,Good,France,Female,46,7,0.0,2,True,True,67769.94,False
4614,Good,France,Male,34,1,0.0,2,True,True,126592.01,False
4615,Poor,France,Female,44,1,0.0,2,False,True,89602.81,False
4616,Good,France,Male,37,3,141803.77,1,False,True,179421.84,False
4617,Excellent,France,Male,24,10,0.0,2,True,True,156906.15,False
4618,Poor,France,Male,42,1,0.0,1,False,True,168486.02,False
4619,Good,France,Female,47,0,126589.12,2,False,True,132730.07,True
4620,Good,France,Male,33,2,108393.35,1,False,True,39057.67,False
4621,Poor,Spain,Male,43,2,115643.58,2,False,False,174606.35,False
4622,Poor,Spain,Male,48,5,132876.23,1,True,False,79259.77,False
4623,Good,France,Female,24,3,110949.41,1,True,True,168515.61,False
4624,Fair,France,Male,46,1,130666.2,1,True,True,161125.67,True
4625,Poor,France,Female,45,10,103821.47,2,False,True,77878.62,False
4626,Poor,France,Female,32,3,0.0,1,True,True,80823.02,False
4627,Fair,France,Male,39,7,0.0,1,False,True,119348.28,False
4628,Fair,Spain,Male,32,1,132187.73,2,True,True,178331.36,False
4629,Excellent,Germany,Male,49,8,98649.55,1,True,False,119174.88,True
4630,Very_Poor,Germany,Male,38,2,126444.08,2,True,True,82662.73,False
4631,Fair,Germany,Female,30,8,154159.51,1,True,False,40441.1,False
4632,Good,France,Female,43,5,0.0,2,True,False,109881.71,False
4633,Very_Poor,Germany,Male,48,8,129250.0,2,True,True,157937.35,False
4634,Fair,Spain,Female,45,3,0.0,1,True,False,38276.84,True
4635,Fair,France,Female,33,2,167733.51,2,True,True,65222.48,False
4636,Fair,Germany,Female,31,2,56116.3,2,False,False,2181.94,False
4637,Good,France,Female,30,3,141581.08,1,True,False,156249.06,False
4638,Poor,Germany,Male,50,7,139675.07,2,True,False,45591.23,False
4639,Excellent,France,Female,27,8,66201.96,1,True,True,79458.12,False
4640,Good,France,Female,44,9,0.0,2,False,False,103042.2,True
4641,Very_Poor,Germany,Male,34,3,133658.24,1,True,False,70209.83,False
4642,Very_Poor,Germany,Male,25,3,136202.78,1,True,False,176743.51,False
4643,Poor,France,Female,60,0,131778.08,1,False,False,10703.53,True
4644,Good,Spain,Male,74,5,0.0,2,False,False,151425.82,False
4645,Poor,France,Female,34,3,0.0,2,True,True,3894.34,False
4646,Excellent,Germany,Female,26,8,42712.87,2,True,True,28861.69,False
4647,Excellent,France,Female,28,4,0.0,2,True,False,177703.15,False
4648,Good,Spain,Female,57,4,0.0,2,True,False,136649.8,True
4649,Good,Germany,Male,31,1,142631.54,2,True,True,175894.24,False
4650,Good,France,Male,33,2,141204.65,2,True,False,76257.46,False
4651,Poor,Germany,Female,25,7,131402.21,1,False,False,193668.49,False
4652,Good,Spain,Female,39,3,92636.96,2,True,True,125671.29,False
4653,Very_Poor,France,Female,51,3,0.0,2,False,True,174098.28,True
4654,Poor,Germany,Female,31,5,102088.68,4,False,False,187866.21,True
4655,Fair,Spain,Male,39,9,0.0,2,False,True,100862.36,False
4656,Excellent,France,Female,38,8,134887.53,1,True,True,10804.04,False
4657,Good,France,Male,48,4,0.0,2,True,True,170893.85,False
4658,Good,Spain,Male,28,8,159900.38,1,False,False,22698.56,False
4659,Very_Poor,Germany,Female,50,2,102278.79,2,True,False,89822.48,False
4660,Poor,France,Female,41,0,0.0,2,False,True,175262.49,False
4661,Good,France,Female,43,0,0.0,1,False,True,15705.27,False
4662,Fair,Spain,Male,58,6,0.0,2,False,True,170025.43,False
4663,Fair,Germany,Male,35,0,76989.97,1,True,True,17242.79,False
4664,Good,France,Female,23,10,0.0,2,True,True,79734.23,False
4665,Excellent,France,Male,35,3,0.0,2,True,False,92712.97,False
4666,Excellent,Germany,Female,39,5,114491.82,1,True,False,99689.48,False
4667,Good,Germany,Male,54,3,144768.94,1,True,False,93336.3,True
4668,Very_Poor,France,Male,31,7,145056.59,1,True,True,175893.53,False
4669,Very_Poor,Germany,Male,50,3,117206.3,1,True,False,42840.18,True
4670,Fair,Germany,Male,41,2,138014.4,2,True,False,140298.24,False
4671,Fair,Germany,Female,45,6,128352.59,3,True,True,144000.59,True
4672,Good,France,Female,23,1,112568.31,1,True,True,113408.11,False
4673,Fair,France,Male,33,2,0.0,1,True,False,96420.58,False
4674,Excellent,Germany,Male,41,1,176958.46,2,False,True,125806.3,False
4675,Good,Germany,Female,38,9,99167.54,1,True,False,65720.92,False
4676,Good,Spain,Female,42,3,103210.27,1,True,False,31002.03,False
4677,Good,Germany,Female,48,10,104478.12,3,False,True,158248.71,True
4678,Poor,Spain,Male,61,8,125921.37,1,True,True,94677.83,False
4679,Good,Spain,Female,35,3,0.0,2,True,True,17257.72,False
4680,Good,Germany,Male,48,3,80697.44,1,False,False,101397.86,False
4681,Good,France,Female,44,2,161887.81,2,True,False,84870.23,False
4682,Excellent,France,Male,24,7,109558.36,1,True,False,183515.13,False
4683,Poor,France,Male,38,1,124271.26,1,True,False,75969.19,False
4684,Fair,France,Male,43,1,0.0,2,True,True,146379.3,False
4685,Poor,Spain,Male,42,1,190569.23,1,False,True,127154.8,False
4686,Poor,Spain,Male,53,2,143923.96,1,True,False,2019.78,True
4687,Good,France,Male,48,2,96542.16,2,False,True,197885.72,False
4688,Good,France,Male,33,5,0.0,2,True,False,138017.68,False
4689,Good,Spain,Male,45,0,139825.56,1,False,False,170984.97,True
4690,Very_Poor,Germany,Male,24,6,111769.14,2,True,False,55859.27,False
4691,Fair,Spain,Male,37,4,0.0,2,True,False,4459.5,False
4692,Fair,Spain,Male,30,9,113672.18,2,False,False,102135.92,False
4693,Poor,France,Female,32,7,147256.86,1,True,False,112771.95,False
4694,Poor,Spain,Male,45,7,107023.03,1,True,False,32903.93,False
4695,Good,France,Male,37,1,125529.55,1,True,True,162260.93,False
4696,Fair,Spain,Female,41,0,0.0,1,False,False,87959.83,False
4697,Poor,Germany,Male,48,4,131834.8,1,True,False,166476.95,True
4698,Good,France,Male,62,2,0.0,2,True,True,25438.87,False
4699,Excellent,Spain,Male,56,5,99529.7,1,False,True,157230.06,True
4700,Excellent,Spain,Male,35,0,0.0,2,False,True,197305.91,False
4701,Fair,France,Male,27,10,107303.72,2,False,False,44435.76,False
4702,Fair,France,Male,33,0,72783.42,1,False,False,181051.99,False
4703,Good,Spain,Female,44,8,0.0,1,False,True,159069.37,False
4704,Poor,France,Female,35,0,0.0,2,True,True,155485.24,False
4705,Poor,Germany,Female,22,10,115743.6,1,False,False,43852.05,False
4706,Excellent,France,Male,43,4,161256.53,1,True,True,140071.57,False
4707,Poor,France,Male,27,8,0.0,2,True,True,49089.36,False
4708,Poor,Spain,Male,44,6,0.0,2,False,False,55893.37,False
4709,Poor,France,Male,31,1,0.0,2,False,True,192660.55,False
4710,Poor,Germany,Female,40,3,162261.01,2,True,False,137028.51,False
4711,Good,France,Male,39,3,74896.33,1,False,False,34430.16,False
4712,Very_Poor,France,Male,54,3,0.0,1,True,False,108409.17,True
4713,Excellent,Germany,Male,35,0,144037.6,1,True,False,145325.32,False
4714,Poor,France,Female,23,9,93522.2,1,False,True,81425.61,False
4715,Excellent,Spain,Male,38,1,0.0,2,True,False,51553.43,False
4716,Fair,France,Male,18,10,0.0,2,False,True,52795.15,False
4717,Fair,Germany,Male,38,8,106922.92,2,False,True,84270.09,False
4718,Poor,France,Male,26,8,112972.57,1,True,False,145011.62,False
4719,Poor,Germany,Female,35,1,123042.0,1,True,False,66245.44,True
4720,Fair,Germany,Female,33,3,100488.92,2,False,True,36446.74,False
4721,Good,France,Female,44,4,123322.15,1,True,False,137136.29,False
4722,Fair,France,Male,32,0,0.0,1,False,True,117323.31,False
4723,Fair,Spain,Male,42,8,68683.68,1,True,True,74157.71,False
4724,Poor,Germany,Male,49,6,59532.18,1,True,False,104253.56,False
4725,Fair,France,Female,43,7,140260.36,2,True,False,2748.72,False
4726,Fair,Germany,Male,50,7,88302.65,1,True,True,195937.16,False
4727,Fair,France,Female,19,1,0.0,2,False,True,22101.86,False
4728,Poor,Germany,Male,40,5,114655.58,1,False,False,126535.92,False
4729,Good,France,Female,42,4,148283.94,1,True,True,44692.63,True
4730,Fair,Spain,Female,38,1,0.0,1,True,False,112442.63,True
4731,Good,France,Female,35,3,0.0,2,False,True,66331.01,False
4732,Fair,Germany,Female,53,1,123916.67,1,True,False,16657.68,True
4733,Good,France,Female,31,1,0.0,2,True,False,20081.3,False
4734,Poor,France,Female,54,4,0.0,2,True,True,93820.49,True
4735,Good,France,Male,43,2,165896.0,2,True,False,130795.52,False
4736,Fair,France,Female,32,0,0.0,2,True,False,160129.99,False
4737,Excellent,France,Male,36,6,111168.97,1,True,True,189969.91,False
4738,Good,France,Female,40,1,103549.24,1,False,False,9712.52,True
4739,Fair,France,Female,32,6,0.0,2,False,False,196062.01,False
4740,Poor,France,Male,30,6,103804.97,1,True,True,125710.53,False
4741,Fair,France,Male,45,2,165901.59,2,True,False,23054.51,True
4742,Poor,Germany,Male,59,8,119152.1,2,True,True,170679.74,False
4743,Poor,Spain,Female,57,8,122950.31,1,True,True,181258.76,False
4744,Good,France,Female,51,1,0.0,1,True,True,22835.13,True
4745,Good,Germany,Male,49,1,133384.66,1,True,False,102397.22,True
4746,Good,France,Male,32,9,0.0,2,True,False,115950.96,False
4747,Good,Spain,Male,64,6,0.0,2,False,True,15876.52,False
4748,Poor,Germany,Female,37,7,158411.95,4,True,True,117690.58,True
4749,Poor,Germany,Male,29,4,122028.65,2,True,True,173792.77,False
4750,Excellent,France,Female,35,5,0.0,1,True,True,80992.8,False
4751,Good,Germany,Female,64,8,128751.65,2,True,False,189398.18,True
4752,Fair,France,Male,54,8,133436.52,1,True,False,56787.8,False
4753,Very_Poor,Spain,Male,40,2,123177.01,1,True,False,148309.98,False
4754,Good,France,Female,59,2,0.0,1,True,False,179673.11,True
4755,Good,France,Female,37,2,120328.88,2,True,True,138470.21,False
4756,Excellent,France,Female,39,1,130147.98,1,True,False,163798.41,True
4757,Good,Spain,Female,36,8,92716.96,1,True,True,33693.78,False
4758,Very_Poor,Spain,Female,48,7,0.0,2,True,False,48545.1,False
4759,Poor,Spain,Male,34,3,0.0,1,False,True,123427.98,False
4760,Excellent,France,Male,40,1,76914.21,1,True,False,174183.44,False
4761,Excellent,France,Female,32,3,106045.92,2,True,True,17938.0,False
4762,Good,France,Male,34,1,103133.26,1,True,True,90059.04,False
4763,Good,France,Male,38,0,145974.79,2,True,True,137694.23,False
4764,Good,Spain,Female,36,3,0.0,3,True,False,65039.9,False
4765,Fair,Spain,Female,49,1,0.0,2,False,True,162858.29,False
4766,Fair,Spain,Female,38,9,0.0,2,True,True,35701.06,False
4767,Good,Spain,Male,39,9,0.0,2,True,True,18826.06,False
4768,Poor,Spain,Female,31,3,0.0,1,True,True,130086.47,True
4769,Poor,Spain,Female,31,1,139183.06,1,False,True,143360.56,False
4770,Fair,Spain,Male,19,5,0.0,2,True,False,159920.92,False
4771,Poor,Germany,Female,36,3,74974.89,1,True,True,12099.67,False
4772,Very_Poor,Spain,Male,44,6,61691.45,1,True,True,53087.98,False
4773,Fair,Germany,Female,35,1,121952.75,2,True,True,142839.82,False
4774,Excellent,France,Female,35,7,0.0,1,True,True,178.19,False
4775,Poor,Spain,Male,35,5,0.0,2,True,True,105618.14,False
4776,Good,Spain,Male,37,7,0.0,2,True,True,24734.25,False
4777,Poor,France,Female,33,1,80107.83,2,False,True,82245.67,False
4778,Good,Spain,Female,45,2,0.0,2,False,True,177695.67,False
4779,Fair,Germany,Male,40,1,147856.82,3,False,False,107961.11,True
4780,Good,Spain,Male,36,8,0.0,2,True,False,55207.41,False
4781,Excellent,Spain,Female,53,7,65407.16,2,False,False,182633.63,True
4782,Good,France,Female,53,8,114233.18,1,True,True,51587.04,False
4783,Good,France,Female,37,5,0.0,2,True,False,115403.31,False
4784,Good,Spain,Female,53,7,187602.18,1,True,False,186392.99,True
4785,Poor,France,Female,22,3,156834.34,1,False,False,44374.44,False
4786,Poor,France,Female,34,2,0.0,2,True,True,84033.35,False
4787,Poor,France,Male,42,1,157498.9,1,True,True,82276.62,False
4788,Good,Spain,Female,44,9,0.0,2,True,False,177528.92,False
4789,Good,France,Male,41,2,0.0,1,True,True,56850.92,True
4790,Fair,Spain,Male,34,8,0.0,1,False,False,47972.65,False
4791,Good,Spain,Male,35,2,0.0,2,True,False,104982.39,False
4792,Good,Spain,Male,19,4,130274.22,1,True,True,133535.29,False
4793,Excellent,France,Female,41,6,0.0,1,True,True,25571.37,False
4794,Good,France,Female,39,5,149379.66,2,True,False,96075.55,False
4795,Very_Poor,France,Male,29,9,0.0,1,True,True,81634.45,False
4796,Good,Spain,Male,35,1,100829.94,1,True,True,165008.97,False
4797,Excellent,Germany,Female,32,1,96408.98,1,True,True,138191.81,False
4798,Poor,France,Male,41,6,0.0,2,True,True,99136.49,False
4799,Poor,France,Male,52,1,0.0,1,False,False,63584.55,True
4800,Good,France,Male,39,6,0.0,2,True,False,160532.88,False
4801,Excellent,France,Male,71,5,149105.08,1,False,True,162683.06,False
4802,Poor,Spain,Male,39,3,0.0,1,True,False,134878.19,False
4803,Excellent,Spain,Male,41,5,0.0,2,True,True,134626.3,False
4804,Very_Poor,Spain,Female,34,2,0.0,2,True,False,175480.93,False
4805,Fair,Germany,Male,41,1,90218.11,1,True,False,174337.68,False
4806,Good,France,Female,33,1,87347.7,1,True,False,172524.51,False
4807,Fair,France,Male,28,2,0.0,2,False,False,25395.83,False
4808,Fair,France,Female,33,0,137811.75,1,True,True,184856.89,False
4809,Excellent,France,Male,37,3,105563.0,1,True,False,182624.93,False
4810,Fair,France,Male,38,4,0.0,2,False,False,192505.62,False
4811,Poor,Spain,Female,26,7,0.0,2,True,False,112507.63,False
4812,Good,France,Male,31,6,91125.75,1,True,False,177295.92,False
4813,Poor,Spain,Male,39,3,0.0,2,False,True,12465.51,False
4814,Fair,Spain,Male,39,8,0.0,2,True,False,36122.96,False
4815,Good,Germany,Female,77,6,135120.56,1,True,False,37836.64,False
4816,Poor,France,Male,29,8,0.0,2,False,True,34747.43,False
4817,Fair,France,Male,28,7,0.0,2,True,True,131097.9,False
4818,Good,France,Female,36,1,86837.95,1,True,True,105280.55,False
4819,Fair,France,Male,26,4,100446.57,1,False,True,149653.81,False
4820,Very_Poor,France,Female,32,3,0.0,2,True,True,139390.99,False
4821,Poor,France,Female,33,3,0.0,2,True,False,132436.71,False
4822,Good,France,Female,32,2,0.0,4,False,True,179705.13,True
4823,Excellent,Spain,Female,32,6,114512.59,1,True,False,15796.66,False
4824,Good,France,Male,35,5,136364.46,1,False,False,142754.71,False
4825,Fair,France,Male,31,5,106260.67,1,True,True,2578.43,False
4826,Excellent,France,Male,24,10,146126.75,1,True,True,88992.05,False
4827,Fair,Spain,Male,52,4,111284.53,1,False,True,32936.44,True
4828,Good,Spain,Female,42,9,121056.63,2,True,False,39122.58,False
4829,Good,France,Male,34,5,128270.56,1,True,False,191092.62,False
4830,Fair,Spain,Male,30,4,0.0,2,True,False,129149.06,False
4831,Fair,France,Male,35,7,0.0,2,True,False,13218.6,False
4832,Fair,France,Female,79,7,0.0,1,True,True,160589.18,False
4833,Good,France,Male,32,10,191775.65,1,True,False,179657.83,False
4834,Good,Spain,Female,35,2,0.0,1,True,False,44335.54,True
4835,Poor,Spain,Male,34,4,85141.79,2,True,True,29217.37,False
4836,Fair,France,Male,26,10,126392.18,1,False,True,43651.49,False
4837,Excellent,France,Male,28,3,0.0,2,True,False,159654.0,False
4838,Poor,France,Female,40,9,129860.37,1,False,False,17992.94,False
4839,Poor,France,Female,53,5,127642.44,1,True,False,141501.45,True
4840,Very_Poor,France,Female,35,2,0.0,2,True,True,93825.78,False
4841,Poor,Germany,Female,44,5,125584.17,2,True,True,41852.24,True
4842,Good,Spain,Male,56,7,50911.21,3,False,False,97629.31,True
4843,Fair,France,Male,29,2,91955.61,1,True,False,37065.66,False
4844,Good,Germany,Female,36,2,84266.44,2,False,False,38614.69,False
4845,Fair,France,Female,36,2,147149.59,1,True,True,87816.86,False
4846,Good,France,Female,36,7,0.0,2,True,False,184866.86,False
4847,Poor,France,Female,23,5,104822.45,1,False,True,160176.47,False
4848,Fair,France,Male,42,1,146766.72,2,False,True,164357.1,False
4849,Very_Poor,Germany,Male,70,6,148745.92,2,True,True,17818.33,False
4850,Poor,France,Male,27,9,0.0,1,True,False,142680.64,True
4851,Poor,France,Female,48,0,0.0,1,True,False,85081.09,False
4852,Good,Spain,Male,35,3,0.0,2,True,True,176450.19,False
4853,Good,France,Female,41,6,135203.81,2,True,True,121967.88,False
4854,Good,Germany,Male,23,2,93301.97,2,False,True,127187.04,False
4855,Very_Poor,Germany,Male,33,5,96341.0,2,False,False,108313.34,False
4856,Excellent,France,Male,44,8,165326.2,1,True,True,57205.55,False
4857,Excellent,France,Male,27,0,0.0,2,False,True,157891.86,False
4858,Good,France,Female,41,10,99786.2,1,True,False,86927.53,False
4859,Excellent,Spain,Female,22,4,114440.24,1,True,True,107753.07,False
4860,Good,Spain,Male,36,4,141573.55,1,True,False,82158.14,False
4861,Good,Spain,Female,22,9,0.0,1,True,False,29135.89,True
4862,Fair,Spain,Female,55,1,133676.65,1,False,True,17095.49,False
4863,Very_Poor,France,Female,33,10,147493.7,2,True,False,100447.53,False
4864,Good,France,Male,54,9,0.0,1,True,False,83470.4,True
4865,Poor,France,Female,29,4,0.0,2,True,False,121846.81,False
4866,Poor,Germany,Female,37,3,95022.57,1,True,True,129107.59,False
4867,Fair,France,Female,34,3,0.0,1,True,False,54726.43,False
4868,Good,France,Male,37,6,0.0,1,True,True,116141.72,False
4869,Good,France,Male,50,4,149713.61,3,True,True,124872.42,True
4870,Fair,Germany,Female,43,1,107963.38,1,False,False,186438.86,True
4871,Good,France,Male,40,3,0.0,2,True,False,134281.11,False
4872,Excellent,Spain,Male,32,3,0.0,1,True,False,91044.47,False
4873,Poor,France,Male,37,7,0.0,2,True,True,74320.75,False
4874,Good,France,Male,43,8,0.0,2,True,False,9704.66,False
4875,Poor,France,Female,33,9,102017.25,2,False,False,128600.49,False
4876,Fair,Spain,Female,27,8,0.0,2,False,False,6468.24,False
4877,Good,France,Male,44,7,0.0,2,False,False,57898.58,False
4878,Excellent,Spain,Male,29,8,96674.55,2,False,False,192120.66,False
4879,Excellent,Spain,Female,44,3,81811.71,1,True,False,164213.53,True
4880,Good,Spain,Male,33,4,79281.61,1,True,False,117547.76,False
4881,Poor,France,Male,31,6,0.0,2,True,False,26149.25,False
4882,Fair,Germany,Female,36,10,122314.39,1,True,False,9181.66,False
4883,Fair,Germany,Male,43,8,140733.74,1,True,True,166588.76,False
4884,Good,Germany,Male,49,2,116933.11,1,True,False,195053.58,True
4885,Poor,Spain,Male,41,5,165445.04,2,True,False,85787.31,False
4886,Good,Germany,Female,53,5,123805.03,1,True,False,102428.51,False
4887,Fair,France,Male,37,0,107548.94,1,True,False,71175.94,False
4888,Very_Poor,France,Male,49,9,111634.29,2,False,True,166440.32,False
4889,Good,Germany,Female,41,8,109153.96,3,True,True,148848.76,True
4890,Poor,Spain,Female,34,4,0.0,2,True,False,140286.69,False
4891,Good,Germany,Male,34,5,86055.17,2,True,True,104220.5,False
4892,Good,Germany,Female,51,10,98438.23,1,False,False,70778.63,True
4893,Good,Spain,Male,29,5,0.0,2,True,False,65868.28,False
4894,Poor,France,Female,32,8,144705.87,2,False,False,171482.56,False
4895,Excellent,France,Male,31,7,0.0,2,True,True,143204.41,False
4896,Fair,France,Male,41,5,91612.91,1,True,True,28427.84,False
4897,Good,Spain,Male,40,2,0.0,1,True,False,78387.32,False
4898,Poor,France,Female,40,7,0.0,1,False,True,161076.92,False
4899,Excellent,France,Female,32,9,192122.84,1,True,True,54277.45,True
4900,Good,France,Male,41,7,179904.0,1,True,True,137180.95,False
4901,Good,France,Male,59,0,178058.06,2,False,True,21063.71,True
4902,Fair,France,Male,30,2,176166.56,2,True,True,152210.81,False
4903,Good,France,Male,42,3,156864.2,2,False,False,88890.75,False
4904,Good,France,Female,44,7,0.0,2,True,True,190534.76,False
4905,Poor,Spain,Male,30,3,0.0,2,True,False,83090.35,False
4906,Excellent,Spain,Female,33,3,0.0,2,False,True,141426.78,False
4907,Poor,France,Male,34,2,161588.89,1,True,True,51358.66,False
4908,Poor,France,Male,48,2,109349.29,1,True,False,88703.04,True
4909,Poor,Spain,Female,29,6,0.0,2,True,False,116696.77,False
4910,Poor,France,Female,36,9,0.0,2,True,True,7156.09,False
4911,Very_Poor,Spain,Male,37,1,0.0,1,True,True,49161.12,True
4912,Good,France,Male,60,0,152335.7,1,True,False,126743.33,True
4913,Poor,France,Female,51,1,124662.54,1,True,True,65390.46,True
